_id,id,nickname,battles_in_0,dmg_in_0,winrate_in_0,battles_in_1,dmg_in_1,winrate_in_1,battles_in_4,dmg_in_4,winrate_in_4,battles_in_3,dmg_in_3,winrate_in_3,clantag,is_stats_closed,kills_in_0,spotting_in_0,kills_in_1,spotting_in_1,kills_in_3,spotting_in_3
5fa7fb58805c92047577db25,401507615,S_1_L_V_E_R,7270,4179.48,62.3,1552,9506.49,41.8,124,3189.6,72.6,834,12709.38,55.6,ORL,false,1.48,848.8577716643741,4.78,1496.181056701031,4.72,2751.8069544364507
5fa7fb58805c92047577db26,589946829,master_windy,4154,6131.09,68.2,1106,6361.23,44.8,242,3921.09,67.8,322,16033.4,57.1,ORL,false,1.9,692.2363986519018,3.82,1132.3119349005424,4.89,2389.9068322981366
5fa7fb58805c92047577db29,589562092,VENI_VIDI_VlCI,6545,5346.09,69.4,2527,6671.56,43.7,286,4056.91,69.6,816,17396.85,65.3,ORL,false,1.77,823.4061115355233,3.69,1159.821527502968,5.73,2310.716911764706
5fa7fb58805c92047577db2a,478055221,Dreambreaker,2525,4282.44,69.4,1386,5416.42,26,107,3225.2,57,1025,15311.17,64.4,ORL,false,1.58,749.4487128712872,2.56,772.7712842712842,5.49,3027.56
5fa7fb58805c92047577db2b,557727839,ZversKi,10604,6066.07,68.3,330,22414.13,70,125,4359.31,69.6,408,18149.67,62,ORL,false,2.12,945.1253300641267,9.19,2817.4636363636364,5.52,4064.325980392157
5fa7fb58805c92047577db2c,399728775,Jl9lpuKycuK,589,4631.68,71.6,2,33131.5,50,0,0,0,10,13570.3,70,ORL,false,1.48,875.7164685908319,13,5837.5,3.8,2969.4
5fa7fb58805c92047577db2d,510256265,DeadL1ne,6928,5312.37,64.2,1412,4938.6,20,41,3665.95,85.4,342,16062.36,63.5,null,false,1.69,950.052396073903,2.12,908.5361189801699,5.27,3014.377192982456
5fa7fb58805c92047577db30,620461989,iisys,6354,5419.52,69.5,2277,4586.67,39.9,92,4318.53,77.2,887,16200.93,60.7,ORL,false,1.7,834.4093484419263,2.63,719.7830478700043,5.31,2584.193912063134
5fa7fb58805c92047577db31,509105112,ORLGripp,4568,3804.57,66.2,1222,14267.52,74.4,153,3334.5,69.3,686,11538.19,60.9,ORL,false,1.28,631.1390105078809,6.91,2623.07937806874,3.71,2643.441690962099
5fa7fb58805c92047577db32,509769325,РондалеН,1488,4433.87,60.1,13,15977.3,69.2,0,0,0,19,13869.47,52.6,ORL,false,1.48,584.1646505376344,7.38,3392.5384615384614,3.58,4735.473684210527
5fa7fb58805c92047577db33,576458334,Масянечка,1762,3274.58,54.7,45,14925,84.4,5,1797.6,40,28,10528.14,50,ORL,false,1.15,510.42962542565266,7.36,3085.488888888889,3.57,1224.8214285714287
5fa7fb58805c92047577db34,421099867,S_T_A_L_K_E_R,994,3972.49,57.4,1339,664.66,32.6,1,6501,100,68,12852.35,45.6,ORL,false,1.34,448.5824949698189,0.34,158.39955190440628,3.88,1959.5441176470588
5fa7fb58805c92047577db35,679563635,Ryki_Kruki,3492,4082.05,57.4,744,16825.26,74.1,0,0,0,883,11160.66,56.7,ORL,false,1.49,750.0727376861397,9.26,3134.9825268817203,3.76,2502.7202718006797
5fa7fb58805c92047577db36,457589650,SAID,746,3785.52,63.9,0,0,0,10,2431.4,70,2,14152.5,100,ORL,false,1.21,709.3632707774799,0,0,4.5,1600
5fa7fb58805c92047577db38,514174660,Alex_Killer,3382,6506.21,64.3,800,17043.23,59.3,72,3767.84,73.6,580,20361.42,64.1,ORL,false,2.15,964.9272619751627,7.95,2051.7625,7.39,3423.655172413793
5fa7fb58805c92047577db39,610523371,Black_Mamba1,5435,5208.84,66,287,16641.53,90.6,3,1747.66,100,206,14038.36,66,ORL,false,1.78,1555.4781968721252,8.14,5969.247386759582,6.85,2978.6019417475727
5fa7fb58805c92047577db3a,512754070,BRITVA2015,4306,4996.26,61.9,226,8338.67,54,159,3009.89,64.8,78,13844.35,55.1,ORL,false,1.61,980.0113794705063,3.68,1758.8761061946902,5.31,2862.3846153846152
5fa7fb58805c92047577db3c,507663352,Чорний_сотник,5548,3286.04,56.9,159,15754.53,83,34,3168.94,58.8,74,12890.21,51.4,ORL,false,1.13,943.2222422494592,6.47,3124.9622641509436,5.01,1946.945945945946
5fa7fb58805c92047577db3e,508991668,jokercrab,1076,4375.98,59.6,0,0,0,0,0,0,69,12100.71,52.2,ORL,false,1.31,699.1598513011153,0,0,4.04,1267.2753623188405
5fa7fb58805c92047577db3f,631867739,N0kia_3310,605,6041.86,64.8,33,9532.03,63.6,0,0,0,63,13278.74,69.8,ORL,false,1.91,630.6842975206612,4.82,3134.757575757576,5.32,1565.6984126984128
5fa7fb58805c92047577db40,507473787,Ежег_в_Тумане,109,5639.94,71.6,745,1426.4,30.5,40,4130.97,75,132,18824.03,62.1,ORL,false,1.85,788.1926605504588,0.78,355.9355704697987,6.68,3174.6969696969695
5fa7fb58805c92047577db42,638397109,ОТЕЦ_ВПИХОНДРИЙ,588,4448.2,59.7,12,13651.66,50,0,0,0,103,12896.61,58.3,ORL,false,1.37,565.3928571428571,4.75,2830.4166666666665,4.64,1028.1747572815534
5fa7fb58805c92047577db43,512203629,APMATAproject,1600,4585.21,73.8,1921,2705.86,26.5,169,3829.5,59.8,832,15807.67,68.5,ORL,false,1.71,849.095,1.47,453.0775637688704,5.29,2816.6189903846152
5fa7fb58805c92047577db46,379904442,AlMo,4251,4674.48,68.3,755,6411.42,27.9,166,3361.63,54.8,718,15203.05,61.1,ORL,false,1.77,794.9816513761468,3.31,973.5059602649006,5.63,2829.4540389972144
5fa7fb58805c92047577db47,505922483,Sudden_Fury,1066,4778.1,61.7,1,1564,100,0,0,0,2,9804,50,ORL,false,1.46,488.93527204502817,5,0,2,1928.5
5fa7fb58805c92047577db48,583734513,КилометрыНеба,1327,5755.84,62.9,0,0,0,0,0,0,1,13065,100,ORL,false,1.73,514.785983421251,0,0,5,0
5fa7fb58805c92047577db49,457185901,ОТЕЦ_НИКОДИМ,2421,4104.85,60.3,158,11921.11,81,37,1970.91,48.6,241,11369.9,55.2,ORL,false,1.28,566.3176373399422,5.55,2904.1708860759495,3.36,2193.2116182572613
5fa7fb58805c92047577db4a,602484270,ForwarD62,540,4427.82,71.5,410,1270.76,6.1,9,4976.22,88.9,243,14283.51,71.6,ORL,false,1.49,794.7037037037037,0.74,178.59024390243903,4.53,3210.588477366255
5fa7fb58805c92047577db4b,618216077,Cloze,2315,4863.38,63.8,2,19103,100,0,0,0,40,15596.82,57.5,ORL,false,1.69,844.1727861771059,7,5315.5,5.43,1408.175
5fa7fb58805c92047577db4c,583573021,Kozay12,1608,4849.72,66.9,400,2375.21,19.3,14,3029.85,64.3,109,13056.78,59.6,ORL,false,1.63,771.7723880597015,0.97,596.45,3.82,3014.1743119266057
5fa7fb58805c92047577db4d,617690651,Рыбий_Клык,50,5048.56,78,0,0,0,0,0,0,64,13107.01,67.2,ORL,false,1.92,811.24,0,0,5.02,2721.40625
5fa7fb58805c92047577db4e,591161676,ОТЕЦ_АНУФРИЙ,179,4397.03,64.2,49,6763.24,73.5,0,0,0,160,10216.23,50,ORL,false,1.31,802.9385474860335,5.24,1303.5102040816328,3.54,1320.525
5fa7fb58805c92047577db4f,620726294,ЛысыйИзБразерс,33,7487.69,69.7,0,0,0,2,1512,50,0,0,0,ORL,false,2.52,1240.4242424242425,0,0,0,0
5fa7fb58805c92047577db50,620676378,Winny_The_Noob,2115,4938.96,65.8,324,12479.71,71.3,84,3239.47,75,232,8859.6,47.8,ORL,false,1.56,749.5011820330969,7.27,1671.2777777777778,2.84,1988.2241379310344
5fa7fb58805c92047577db51,543892138,KAA-BOOM,7702,5197.79,62.4,762,21798.84,80.4,68,3065.05,61.8,399,14166.35,55.9,ORL,false,1.87,674.0863412100753,8.62,2837.288713910761,4.99,1872.7719298245613
5fa7fb59805c92047577db54,489639013,kvass_Ok,2723,5181.66,68.3,198,25002.57,64.6,265,4251.81,82.6,866,17253.92,61.1,PAND,false,1.76,739.5482923246419,10.71,2410.7979797979797,5.46,2511.152424942263
5fa7fb59805c92047577db55,595318315,Crazy_Siraj,7627,3597.77,55.4,10285,14135.2,72.4,553,3680.51,66.9,4636,12023.74,53.8,PAND,false,1.18,600.4352956601547,6.4,2980.8010695187168,3.98,2950.2942191544435
5fa7fb59805c92047577db56,497576199,Yanik,9464,4467.35,59.3,3201,23221.64,80.4,121,3800.88,52.1,3184,14935.83,66.4,PAND,false,1.63,784.0556846999154,9.45,2724.560449859419,5.23,3060.0932788944724
5fa7fb59805c92047577db59,557907088,Edison_PWNZ,16417,4519.85,61.1,1483,18300.3,69.6,750,3374.51,72.1,1104,12767.84,54.5,PAND,false,1.4,711.3599317780349,7.33,2970.9507754551582,3.99,2810.970108695652
5fa7fb59805c92047577db5a,506220191,YSGRAMOR,4691,3740.02,55.5,3979,16476.69,86,388,3545.33,63.4,3376,13700.61,58.6,PAND,false,1.33,613.776167128544,7.4,3974.8346318170393,4.98,2964.236078199052
5fa7fb59805c92047577db5b,535231900,Dark666Souls,11705,4916.55,68.5,1498,24147.33,84.4,620,3586.62,76.9,1906,15775.47,61.9,PAND,false,1.82,1014.7173857325929,9.71,3826.7703604806406,5.11,3621.7591815320043
5fa7fb59805c92047577db5c,603273186,PANDEMIC_AW,184,5184.69,65.2,1140,25248.89,80.4,112,2906.09,70.5,332,12551.87,53.9,PAND,false,1.92,760.445652173913,10.74,3997.022807017544,4.29,2467.352409638554
5fa7fb59805c92047577db5d,579450602,ESPOZITO,18279,4157.84,61.1,6382,25376.04,83.6,757,3750.61,67.6,3270,14736.03,56.7,PAND,false,1.63,725.1989714973466,11.86,3072.2145095581322,4.95,2713.670336391437
5fa7fb59805c92047577db60,512672887,Ob_76,9654,4243.25,58.2,16825,23114.81,91.8,140,3810.03,57.9,4427,13302.62,60.3,PAND,false,1.76,492.786202610317,9.85,4194.495750371471,4.3,2931.2256607183194
5fa7fb59805c92047577db61,510650758,Ржавой-Башка,17780,3950.89,58,4745,26248.23,76.3,140,3059.86,55,3792,14174.13,54.1,PAND,false,1.4,695.7167041619798,10.45,3370.504320337197,4.6,2570.7486814345993
5fa7fb59805c92047577db62,591906653,Алмаз2016,14133,3143.92,57.3,10770,15248.8,85.5,340,3082.41,55.6,4379,11814.34,53.6,PAND,false,1.41,595.6266893087101,7.71,3763.8601671309193,3.9,2843.1667047271067
5fa7fb59805c92047577db63,485438024,KrutoiVoker,6580,1928.51,51.2,687,11836.08,84.6,84,1971.26,50,889,7890.68,50.4,null,false,0.91,597.3860182370821,6.55,4320.979621542941,2.73,2037.2249718785151
5fa7fb59805c92047577db64,458160979,The_mlyanin,2220,4759.44,59.5,1913,17133.4,75.5,372,3462.06,69.4,1003,13778.91,53.1,PAND,false,1.44,649.5189189189189,7.52,2641.521693674856,4.51,2251.2781655034896
5fa7fb59805c92047577db65,512205152,VDVRASH124,22100,3728.89,57.2,11588,12395.7,84,104,2851.39,53.8,1015,11470.24,54.5,PAND,false,1.41,867.436742081448,6.65,3183.7894373489817,4.05,3196.0344827586205
5fa7fb59805c92047577db66,506039668,PREDATOR-xXx,8398,3494.96,56.9,3916,14821.31,72.1,107,3494.9,56.1,1754,11794.22,58.4,PAND,false,1.41,672.0178613955703,6.25,2557.8924923391214,4.18,2315.984606613455
5fa7fb59805c92047577db67,512889093,centurion1979,3920,2507.41,51.4,2675,20488.83,75.8,30,1757.63,43.3,2025,10111.78,50.5,PAND,false,0.82,468.35688775510204,8.49,2929.722242990654,2.87,2127.5037037037036
5fa7fb59805c92047577db6a,618681246,Ulrih_Tomson,20032,2914.03,53.1,1869,17907.9,75.9,54,2735.62,44.4,2113,11525.99,55.5,PAND,false,1.05,649.0431309904153,7.58,3529.025147137507,3.65,2920.795551348793
5fa7fb59805c92047577db6b,618609786,RomanLew,1419,4219.11,61.3,135,19006.01,72.6,11,4236.9,90.9,244,12516.46,53.3,PAND,false,1.4,611.8794926004229,6.73,2879.3185185185184,3.93,1670.627049180328
5fa7fb59805c92047577db6c,383566673,Carrera_PWNZ,3552,5051.06,60,5119,22979.56,74.8,739,4546.12,58.3,1183,14295.58,60,PAND,false,1.58,917.5855855855856,9.49,3927.0123070912286,4.92,3714.339814032122
5fa7fb59805c92047577db6d,757845525,NEMES1S,942,3821.1,57.7,1027,15974.99,77.8,-1,-1,-1,188,12318.86,50,AMG,false,1.76,401.619957537155,8.69,2991.515092502434,4.31,1552.936170212766
5fa7fb59805c92047577db6e,681422930,NØ_MERCY,353,4337.78,52.4,1071,16826.4,74.7,24,4251.04,66.7,661,13135.19,55.5,AMG,false,1.41,398.77620396600565,8.77,2386.6974789915967,4.6,2005.4583963691377
5fa7fb59805c92047577db6f,662134234,C_II_A_M,3648,3897.42,57.1,3261,17566.57,75.3,-1,-1,-1,3331,13361.73,56.8,AMG,false,1.53,538.6768092105264,8.26,3117.326280282122,4.94,2176.6841789252476
5fa7fb59805c92047577db70,381042056,РанДей,18586,4457.52,60.4,2019,8830.82,29,160,3255.3,55,891,13779.98,58.8,PAND,false,1.59,829.4074572258689,3.61,1301.3234274393265,4.44,2789.181818181818
5fa7fb59805c92047577db71,608272510,PALLADDIN,61,3032.57,62.3,217,18793.04,83.4,0,0,0,89,13267.56,62.9,PAND,false,1.02,775.5573770491803,7.37,3373.1105990783412,5.31,2428.4157303370785
5fa7fb59805c92047577db72,597136246,lordrust,3664,2930.77,52.9,2066,11760.23,71.4,91,2362.86,48.4,788,9761.89,52,null,false,0.98,593.9183951965066,6.56,2329.9733785091967,3.14,2434.0710659898477
5fa7fb59805c92047577db73,650617764,I3OJIK,11333,4343.76,55.8,3169,8744.59,66.5,855,4110.13,89.1,2690,7948.97,48.4,PAND,false,1.41,812.2833318627019,3.9,1315.1928053013569,2.79,1494.6687732342007
5fa7fb59805c92047577db74,521799649,орлан25,7518,3878.29,55.2,5796,23579.62,86.3,56,3157.67,37.5,2293,12110.75,54.1,PAND,false,1.41,534.1503059324289,9.86,3397.9882677708765,4.25,2076.438290449193
5fa7fb59805c92047577db75,489509692,Дэд_Пул_22ру,3913,4533.58,58.5,103,13309.73,62.1,14,4140.92,50,157,13424.44,54.8,PAND,false,1.34,594.1244569384104,5.58,2368.4563106796118,3.69,1186.2738853503186
5fa7fb59805c92047577db76,612385076,Иван-Факов,3438,4583.92,52.3,1613,15124.57,62.6,26,3332.34,46.2,2497,9698.53,48.5,null,false,1.16,523.3103548574753,7.2,2132.9479231246123,3.15,1618.0096115338406
5fa7fb59805c92047577db77,483562779,chuchundra,14922,3889.67,57.2,3060,10795.5,54.3,187,4287.38,66.8,2501,12926.38,52.5,PAND,false,1.37,613.161171424742,4.57,1803.6918300653595,4.3,2532.643742502999
5fa7fb59805c92047577db79,507255421,SkiBiDi_QQ,7725,4935.77,61.6,1486,11472.25,74.5,61,4209.59,73.8,865,13338.6,56.1,PAND,false,1.7,694.014498381877,5.06,2380.170255720054,4.48,2417.4011560693643
5fa7fb59805c92047577db7a,597745860,Corrben_Dallas,3533,4062.91,59.8,254,21589.42,78,57,3054.89,73.7,206,12860.54,55.3,PAND,false,1.47,598.4757996037362,8.21,2703,4.36,2810.0679611650485
5fa7fb59805c92047577db7b,413343159,Fatman_54_ru,7559,4292.6,57.7,1947,21612.82,73.2,69,3297.07,63.8,3884,13519.32,56.3,null,false,1.42,664.3280857256251,9.05,3082.090395480226,4.42,2114.605561277034
5fa7fb59805c92047577db7e,381032180,worsik,3051,2555.3,50,3124,18565.19,77.2,306,2797.67,54.6,3247,10244.74,54.6,PAND,false,0.96,479.5214683710259,8.33,2825.414532650448,3.74,2315.7329842931936
5fa7fb59805c92047577db7f,505200347,Nagato_PWNZ,7630,5812.03,62.3,195,25683.22,66.2,478,4359.6,79.3,404,15998.89,57.2,PAND,false,1.94,736.4474442988204,10.05,2759.5846153846155,5.3,2606.8688118811883
5fa7fb59805c92047577db81,510007891,pr0z_m,7156,4310.78,57.4,2238,10964.29,35.7,100,3455.83,62,1654,12791.42,51.7,PAND,false,1.65,617.6069032979318,4.41,1382.0058087578195,4.72,1730.1608222490931
5fa7fb59805c92047577db82,596901964,SPECNAZ-GRU,4328,4449.3,63.4,0,0,0,1,3883,100,0,0,0,PAND,false,1.59,605.288123844732,0,0,0,0
5fa7fb59805c92047577db83,460498603,ZLODEYchikk,1115,3511.9,57,614,17514.94,65.3,28,2948.21,82.1,592,10669.34,49.5,PAND,false,1.28,557.1156950672646,7.9,2063.843648208469,3.56,2368.1114864864867
5fa7fb59805c92047577db84,577266041,Pupsan1337,1505,4493.77,59.9,360,17513.6,84.2,11,2649.45,54.5,664,14692.85,59.5,PAND,false,1.65,663.9720930232559,9.78,3564.008333333333,4.89,3267.399096385542
5fa7fb59805c92047577db85,488626643,Alekxander008,4325,5141.32,63.7,300,10886.18,55.3,584,3717.21,63.2,366,13890.87,61.5,PAND,false,1.75,967.9868208092486,4.84,2101.3766666666666,5.09,2582.5464480874316
5fa7fb59805c92047577db86,491208074,You_Know_Me,6869,5789.56,64.5,1713,7528.58,31.7,11,4674.18,45.5,618,15674.4,61.7,PAND,false,2.02,1018.186926772456,3.27,1453.4600116754232,5.23,2362.519417475728
5fa7fb59805c92047577db87,590163836,assoorr,3844,4701.27,62.9,1398,1721.81,51.6,5,2800,60,43,12648.41,53.5,PAND,false,1.78,958.7726326742976,0.69,543.2782546494993,4.88,2627.232558139535
5fa7fb59805c92047577db88,426125659,neuralhub,2187,4294.21,56.8,697,19038.07,73.9,20,3865.4,80,944,14293.52,52.5,PAND,false,1.29,719.2802926383173,8.34,3432.19368723099,4.65,2501.8792372881358
5fa7fb59805c92047577db8a,632232422,ЯубилТунчик,25,9221.8,72,7,19064.42,57.1,143,3131.82,58.7,0,0,0,PAND,false,2.76,744.16,4.71,1138.2857142857142,0,0
5fa7fb59805c92047577db8b,509858738,Cosmostarible,2403,5625.31,71.1,16,14847.06,62.5,0,0,0,10,18714,50,PAND,false,1.9,761.228048272992,7,2157.75,6.2,2121.8
5fa7fb59805c92047577db8c,425679213,м-м-м_Втыкалище,675,4738.51,58.1,2,12598,100,0,0,0,22,14303.59,59.1,PAND,false,1.35,634.7437037037037,7,3479,5.23,1341.7272727272727
5fa7fb59805c92047577db8d,619523341,BigBossSNAKE,3811,5957.27,72.1,107,15678.09,73.8,102,4261.57,66.7,252,15449.71,67.9,PAND,false,1.95,983.5906586197848,6.98,2736.3177570093458,5.58,3008.714285714286
5fa7fb59805c92047577db8e,615657757,Zraite,3285,5371.56,70.3,183,15803.05,71.6,26,4257.26,73.1,79,12854.83,58.2,PAND,false,1.76,838.2325722983257,6.95,2461.3715846994537,4.22,2200.987341772152
5fa7fb59805c92047577db8f,580021273,PaulBBox,1727,5362.8,63.3,160,22173.8,81.3,21,3001,81,138,9913.63,50.7,PAND,false,1.73,730.2443543717429,10.24,4242.05625,3.63,2891.557971014493
5fa7fb59805c92047577db90,510592959,DaNTE_StO,774,5647.9,73.4,1,1507,100,56,3524.19,67.9,12,16153,66.7,PAND,false,1.94,898.2596899224807,1,1639,5.75,2069.0833333333335
5fa7fb59805c92047577db92,596377205,Narva-2016,4839,5066.82,60,153,20243.88,68,0,0,0,217,12478.83,52.1,PAND,false,1.55,659.4674519528828,7.99,2898.169934640523,4.17,2551.599078341014
5fa7fb59805c92047577db94,496026951,Napasmoke,6920,2802.56,54.3,3485,14965.76,70.5,190,2470.7,58.4,4712,12185.8,52,PAND,false,1.01,844.1290462427746,6.77,2323.05193687231,4.24,2890.46201188455
5fa7fb59805c92047577db95,441669076,Dedok4477,2589,3940.83,65.8,987,18707.46,79.6,75,3377.53,61.3,680,13863.31,55.4,PAND,false,1.55,830.3866357667052,9.09,2645.835866261398,4.8,2730.5367647058824
5fa7fb59805c92047577db9a,506586857,Old-bug,3524,4421.66,65.3,383,22000.52,73.1,173,2767.97,69.9,630,12707.01,51.3,null,false,1.62,669.1574914869467,8.96,2790.2114882506526,3.99,2050.290476190476
5fa7fb59805c92047577db9b,599689185,Коцый89,13749,5228.79,62.8,831,19158.98,78.8,332,4373.13,76.5,881,14607.47,55.8,PAND,false,1.82,728.2885300749145,8.44,3671.1407942238266,4.88,2358.801362088536
5fa7fb59805c92047577db9c,507969049,PyPycuk,9442,4482.77,60.5,1004,19488.37,84.7,273,3361.28,60.8,575,13484.31,54.3,PAND,false,1.75,615.881486973099,9.44,3324,4.74,2110.488695652174
5fa7fb59805c92047577db9d,557527493,XapBuocBaJIbJL,6282,4291.92,57.8,269,14113.35,70.6,7,2731.42,85.7,596,11661.5,54.7,PAND,false,1.39,580.5568290353391,6.17,2193.453531598513,3.83,2204.3993288590605
5fa7fb59805c92047577db9e,583430700,LucaS_ART,5038,4297.8,61.9,1267,19296.95,76.7,402,3144.55,72.1,1559,13976.21,58,PAND,false,1.47,719.588130210401,7.97,2619.179952644041,4.37,2692.774855676716
5fa7fb59805c92047577db9f,571474504,King_Orgasmus,3797,5849.17,66.1,414,12327.17,48.8,4,1847,25,89,17039.33,50.6,PAND,false,1.77,811.5017118777982,4.89,1798.7270531400966,6.43,1961.191011235955
5fa7fb59805c92047577dba0,414581137,pro_hooligan,8260,4385.08,60.2,659,17986.71,64.8,141,2886.74,56.7,288,10271.99,50.7,null,false,1.54,607.5306295399515,8.46,2783.391502276176,3.2,2308.003472222222
5fa7fb59805c92047577dba1,609469656,Blood_Lad,13620,4985.48,60.1,486,10980.54,63.8,411,3239.69,59.9,221,13490.76,54.8,null,false,1.76,747.9359030837004,5.77,2827.0637860082306,4.81,3145.6199095022625
5fa7fb59805c92047577dba2,511001634,armored1988,7959,4139.26,58.3,1852,13988.71,77.3,207,2996.47,59.4,1154,12505.44,53.9,PAND,false,1.43,677.7494660133183,6.11,2044.0210583153348,4.13,2076.256499133449
5fa7fb59805c92047577dba4,381301755,Типауль,2029,4545.03,69.3,122,18837.31,77,0,0,0,68,12297.6,42.6,PAND,false,1.69,635.9600788565796,8.82,4000.844262295082,4.69,1721.3970588235295
5fa7fb59805c92047577dba5,598845254,BCEXPA3OPBY,12994,4925.98,61.5,187,19869.7,77.5,56,3591.75,66.1,1293,16957.65,59.6,PAND,false,1.64,801.0726489148838,10.44,3299.652406417112,5.82,2703.107501933488
5fa7fb59805c92047577dba6,604970563,DeviMakswellant,3655,4133.66,59.3,2684,13214.63,55.8,4,3463.75,75,1659,15176.31,59.6,PAND,false,1.73,724.2443228454173,6.5,1520.5283159463488,5.38,2777.4713682941533
5fa7fb59805c92047577dba7,403027671,Strelok67,6076,3917.17,57.9,3145,15248.92,70.7,153,4097.98,64.7,5057,13092.92,54.7,null,false,1.41,695.3629032258065,6.65,3129.268998410175,4.42,2895.1439588688945
5fa7fb59805c92047577dbaa,508947087,pixel_blender,6272,5411.24,63.7,1183,8572.61,35.5,211,4090.06,76.3,196,15578.22,62.8,R7GEx,false,1.6,843.788743622449,3.87,1372.1360946745563,4.74,2830.234693877551
5fa7fb59805c92047577dbad,433400669,XAOC1234,3187,4723.81,59.9,371,20272.22,82.5,2,3541,100,267,15228.64,52.1,BAYAN,false,1.55,723.0037652965171,9.74,2769.0026954177897,4.23,1342.4831460674156
5fa7fb59805c92047577dbae,720567790,Surm1n,1348,4330.53,57.9,593,15646.43,75.2,2,4030,100,325,12164.57,57.2,BAYAN,false,1.17,657.9569732937686,6.45,2727.8617200674535,3.34,2384.9815384615385
5fa7fb59805c92047577dbaf,655159576,KAVAßANGA,849,4984.12,61.5,59,8229.18,78,0,0,0,135,10452.68,60.7,BAYAN,false,1.43,942.0541813898705,7.05,1461.6440677966102,3.84,2653.0592592592593
5fa7fb59805c92047577dbb0,613016984,D_anti_ST,466,5069.49,58.2,2,14232,100,0,0,0,0,0,0,BAYAN,false,1.48,481.7961373390558,3.5,1443,0,0
5fa7fb59805c92047577dbb2,606188740,x-13,5153,3962.14,61.5,929,17895.67,70.5,226,2476.58,84.1,64,12729.21,54.7,BAYAN,false,1.52,706.4409082088104,7.32,2581.2615715823467,4.05,2980.75
5fa7fb59805c92047577dbb3,472153550,KoRa_SaNeK,605,4450.59,61.3,18,22717.27,77.8,32,2507.93,93.8,210,12535.94,48.6,BAYAN,false,1.4,722.709090909091,6.67,4172.888888888889,3.83,3169.2380952380954
5fa7fb59805c92047577dbb4,508247058,AW_bot,6018,3449.26,58.1,2222,17383.27,70.7,230,2489.89,90.9,526,12055.18,54.4,BAYAN,false,1.4,535.7185111332668,7.93,2242.74797479748,4.4,1752.3479087452472
5fa7fb59805c92047577dbb5,669396093,z0mB,840,4083.3,59.2,137,13071.37,69.3,89,2768.98,77.5,149,9735.77,55,BAYAN,false,1.49,701.5619047619048,7.56,1229.065693430657,4.2,3567.0604026845635
5fa7fb59805c92047577dbb6,490127508,BE3_UMEHU,1866,4755.34,55.9,134,16779.5,56,0,0,0,281,12361.85,56.6,BAYAN,false,1.47,492.88960342979635,6.54,2543.4253731343283,4.27,2357.306049822064
5fa7fb59805c92047577dbb8,492569517,SPARK134,4793,4599.97,61.8,837,22081.71,72.3,313,3040.52,67.4,1145,17689.31,55.8,BAYAN,false,1.67,739.2153139995827,8.43,3128.729988052569,6.28,2604.182532751092
5fa7fb59805c92047577dbba,508578032,Iw8bewithYOU,3950,4294.56,58.2,3,8460.33,33.3,2,2965.5,50,16,11254.93,68.8,BAYAN,false,1.48,719.786582278481,5.33,1807.6666666666667,3.88,1253.6875
5fa7fb59805c92047577dbbc,432047830,Ostin000,5068,5033.81,63.6,981,10437.55,58.8,922,3150.42,61.8,1017,12205.14,55.9,BAYAN,false,1.6,787.1673243883189,4.66,1770.3200815494392,3.99,2380.6037364798426
5fa7fb59805c92047577dbbd,510464730,C_II_A_P_T_A_K,9287,4541.15,58.5,167,14093.84,65.3,14,3390.21,78.6,152,12400.15,55.9,null,false,1.6,925.1733606116077,6.89,2809.2395209580836,4.19,3087.184210526316
5fa7fb59805c92047577dbbe,485863260,KeePeR_Slave,5750,4490.96,60.2,324,18448.8,84.3,313,3236.32,82.7,498,13607.66,57.2,BAYAN,false,1.76,687.4911304347826,7.84,3920.966049382716,4.69,2410.714859437751
5fa7fb59805c92047577dbc0,493026992,dev1ce,11615,5736.87,64,405,6558.47,36.5,183,2891.83,55.7,405,10851.07,48.9,null,false,1.76,945.0579423159708,2.65,1255.2395061728396,3.54,1621.158024691358
5fa7fb59805c92047577dbc3,473031853,Smo1der,3393,4889.33,60.7,221,10963.05,52.5,48,4454.31,70.8,69,14790.76,53.6,BAYAN,false,1.75,765.8756262894194,4.7,2682.470588235294,5.06,2634.768115942029
5fa7fb59805c92047577dbc4,587959701,Marshal_Zhukovv,4213,5314.85,62.6,333,7544,63.4,195,3880.27,66.7,688,15423.47,59.9,BAYAN,false,1.6,638.6339900308569,3.5,1774.3843843843845,5.03,2917.436046511628
5fa7fb59805c92047577dbc6,497709001,gaberum,716,5612.66,65.9,0,0,0,0,0,0,71,17870.22,63.4,BAYAN,false,1.82,710.06843575419,0,0,7.1,1757.9154929577464
5fa7fb59805c92047577dbc7,490174724,Wbexp,5136,4906.8,62.4,14,15820.35,42.9,69,3713.18,55.1,140,17189.4,60,BAYAN,false,1.71,656.1709501557632,7.5,714.7857142857143,6.44,1944.5285714285715
5fa7fb59805c92047577dbc8,590095888,Coca-CoIa,2240,5829.65,67.1,367,6883.66,30.8,155,3943.05,72.3,240,14989.4,60,BAYAN,false,1.91,833.3415178571429,2.92,1259.8637602179836,5.16,2203.3625
5fa7fb5a805c92047577dbcd,605128267,Hans_Zimmer,4123,3378.99,56.1,277,16344.39,72.9,0,0,0,130,11232.74,51.5,YETI,false,1.29,531.4637399951491,7.66,2416.9747292418774,3.9,1852.6153846153845
